section,category,subcategory_a,subcategory_b,trans_ab,trans_ab_pm,avg_qty_a_when_pair,avg_qty_b_when_pair
ICE CREAM,6242 - IMPULSE ICE CREAM,6242A - IMPULSE CONE,6242B - IMPULSE STICK,2225,741.6666666666666667,1.4764754436648783,1.6037969459347916
ICE CREAM,6242 - IMPULSE ICE CREAM,6242A - IMPULSE CONE,6242C - IMPULSE CUP,1080,360.0000000000000000,1.3962900505902192,1.5081506464305790
ICE CREAM,6242 - IMPULSE ICE CREAM,6242B - IMPULSE STICK,6242C - IMPULSE CUP,4486,1495.3333333333333333,1.54509235784136182543,1.53775805867439333575
MEDICINE & BABY CARE,3111 - ANALGESIC,3111A - ANALGESIC BOTTLE,3111B - ANALGESIC STRIP,11,3.6666666666666667,1.0833333333333333,1.3333333333333333
MEDICINE & BABY CARE,3113 - ANTACIDS,3113A - ANTACIDS BOTTLE,3113B - ANTACIDS STRIP,34,11.3333333333333333,1.6153846153846154,1.6410256410256410
MEDICINE & BABY CARE,3115 - ADULT COUGH MEDICINE,3115A - ADULT COUGH SYRUP 50-90ML,3115B - ADULT COUGH SYRUP 100-150ML,26,8.6666666666666667,1.0645161290322581,1.00000000000000000000
MEDICINE & BABY CARE,3115 - ADULT COUGH MEDICINE,3115A - ADULT COUGH SYRUP 50-90ML,3115C - ADULT COUGH STRIP,20,6.6666666666666667,1.00000000000000000000,1.6956521739130435
MEDICINE & BABY CARE,3115 - ADULT COUGH MEDICINE,3115A - ADULT COUGH SYRUP 50-90ML,3115D - ADULT COUGH SAC,40,13.3333333333333333,1.0666666666666667,2.2444444444444444
MEDICINE & BABY CARE,3115 - ADULT COUGH MEDICINE,3115B - ADULT COUGH SYRUP 100-150ML,3115C - ADULT COUGH STRIP,2,0.66666666666666666667,1.00000000000000000000,1.5000000000000000
MEDICINE & BABY CARE,3115 - ADULT COUGH MEDICINE,3115B - ADULT COUGH SYRUP 100-150ML,3115D - ADULT COUGH SAC,6,2.0000000000000000,1.00000000000000000000,1.5000000000000000
MEDICINE & BABY CARE,3115 - ADULT COUGH MEDICINE,3115C - ADULT COUGH STRIP,3115D - ADULT COUGH SAC,11,3.6666666666666667,1.3636363636363636,2.0000000000000000
MEDICINE & BABY CARE,3116 - DIARRHEA & CONSTIPATION,3116A - DIARRHEA,3116B - CONSTIPATION,8,2.6666666666666667,1.1000000000000000,1.2000000000000000
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118A - ADULT SUPLEMENT STRONG,3118D - ADULT VITAMINS VIT-C,4,1.3333333333333333,1.2500000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118A - ADULT SUPLEMENT STRONG,3118E - ADULT SUPLEMENT ENERGY,8,2.6666666666666667,1.3000000000000000,1.1000000000000000
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118B - ADULT VITAMINS CALCIUM,3118C - ADULT VITAMINS SKIN,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118B - ADULT VITAMINS CALCIUM,3118D - ADULT VITAMINS VIT-C,86,28.6666666666666667,1.1308411214953271,1.3831775700934579
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118B - ADULT VITAMINS CALCIUM,3118E - ADULT SUPLEMENT ENERGY,12,4.0000000000000000,1.00000000000000000000,1.0769230769230769
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118B - ADULT VITAMINS CALCIUM,3118F - ADULT HEALTHY SUPLEMENT,8,2.6666666666666667,1.00000000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118C - ADULT VITAMINS SKIN,3118D - ADULT VITAMINS VIT-C,7,2.3333333333333333,1.00000000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118C - ADULT VITAMINS SKIN,3118E - ADULT SUPLEMENT ENERGY,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118C - ADULT VITAMINS SKIN,3118F - ADULT HEALTHY SUPLEMENT,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118D - ADULT VITAMINS VIT-C,3118E - ADULT SUPLEMENT ENERGY,84,28.0000000000000000,1.3473684210526316,1.1789473684210526
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118D - ADULT VITAMINS VIT-C,3118F - ADULT HEALTHY SUPLEMENT,73,24.3333333333333333,1.2380952380952381,1.0238095238095238
MEDICINE & BABY CARE,3118 - ADULT VITAMINS/SUPLEMENT,3118E - ADULT SUPLEMENT ENERGY,3118F - ADULT HEALTHY SUPLEMENT,19,6.3333333333333333,1.1818181818181818,1.0454545454545455
MEDICINE & BABY CARE,3121 - PLESTER,3121A - MEDICATED PLASTER,3121B - FEVER PLESTER,17,5.6666666666666667,1.0555555555555556,1.7777777777777778
MEDICINE & BABY CARE,3121 - PLESTER,3121A - MEDICATED PLASTER,3121C - KOYO PLESTER,78,26.0000000000000000,1.1467889908256881,1.1743119266055046
MEDICINE & BABY CARE,3121 - PLESTER,3121B - FEVER PLESTER,3121C - KOYO PLESTER,111,37.0000000000000000,1.7822580645161290,1.0564516129032258
MEDICINE & BABY CARE,3123 - ANTISEPTIC,3123A - FIRST AID KIT ANTISEPTIC,3123B - HAND SANITIZER,6,2.0000000000000000,1.2857142857142857,1.2857142857142857
MEDICINE & BABY CARE,3123 - ANTISEPTIC,3123A - FIRST AID KIT ANTISEPTIC,3123C - LOTION ANTISEPTIC,1,0.33333333333333333333,2.0000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3131A - TRADITIONAL & CHINESE 10-40ML,3131B - TRADITIONAL & CHINESE 50-120ML,69,23.0000000000000000,1.6382978723404255,1.0744680851063830
MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3131A - TRADITIONAL & CHINESE 10-40ML,3131C - TRADITIONAL & CHINESE KAPLET,37,12.3333333333333333,1.7551020408163265,1.2040816326530612
MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3131A - TRADITIONAL & CHINESE 10-40ML,3131D - TRADITIONAL & CHINESE MASSAGE,32,10.6666666666666667,1.4358974358974359,1.00000000000000000000
MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3131A - TRADITIONAL & CHINESE 10-40ML,3131E - TRADITIONAL & CHINESE MINYAK ANGIN,346,115.3333333333333333,1.6587677725118483,1.0592417061611374
MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3131B - TRADITIONAL & CHINESE 50-120ML,3131C - TRADITIONAL & CHINESE KAPLET,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3131B - TRADITIONAL & CHINESE 50-120ML,3131D - TRADITIONAL & CHINESE MASSAGE,2,1.00000000000000000000,1.5000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3131B - TRADITIONAL & CHINESE 50-120ML,3131E - TRADITIONAL & CHINESE MINYAK ANGIN,23,7.6666666666666667,1.1600000000000000,1.0400000000000000
MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3131C - TRADITIONAL & CHINESE KAPLET,3131E - TRADITIONAL & CHINESE MINYAK ANGIN,6,2.0000000000000000,1.00000000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3131 - TRADITIONAL & CHINESE,3131D - TRADITIONAL & CHINESE MASSAGE,3131E - TRADITIONAL & CHINESE MINYAK ANGIN,25,8.3333333333333333,1.0384615384615385,1.1153846153846154
MEDICINE & BABY CARE,3132 - TELON OIL,3132A - TELON OIL 30-90ML,3132B - TELON OIL 100-150ML,85,28.3333333333333333,1.7623762376237624,1.3762376237623762
MEDICINE & BABY CARE,3133 - CAJUPUTI OIL,3133B - CAJUPUTI OIL 10-60ML,3133C - CAJUPUTI OIL 100-150ML,29,9.6666666666666667,1.2187500000000000,1.1250000000000000
MEDICINE & BABY CARE,3141 - HONEY,3141A - HONEY BOTTLE 100-400ML,3141C - HONEY BOX,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,3313 - WET TISSUE,3313A - WET TISSUE,3313B - ANTISEPTIC WET TISSUE,180,60.0000000000000000,1.2048192771084337,1.1646586345381526
MEDICINE & BABY CARE,3333 - BABY COTTON,3333A - BABY COTTON REF,3333B - BABY COTTON BUD POT,17,5.6666666666666667,1.3529411764705882,1.0588235294117647
MEDICINE & BABY CARE,3334 - REGULER COTTON BUD,3334A - REGULER COTTON BUD REF,3334B - REGULER COTTON BUD POT,19,6.3333333333333333,1.0526315789473684,1.00000000000000000000
MEDICINE & BABY CARE,3414 - BABY TALCUM POWDER,3414A - BABY TALCUM POWDER 75-200G,3414B - BABY TALCUM POWDER 300-350G,10,3.3333333333333333,1.9000000000000000,2.4000000000000000
MEDICINE & BABY CARE,"3415 - BABY LOTION, OIL & CREAM",3415A - BABY LOTION,3415B - BABY OIL,8,2.6666666666666667,4.0000000000000000,1.00000000000000000000
MEDICINE & BABY CARE,"3415 - BABY LOTION, OIL & CREAM",3415A - BABY LOTION,3415C - BABY CREAM,42,14.0000000000000000,1.1702127659574468,1.1914893617021277
MEDICINE & BABY CARE,"3415 - BABY LOTION, OIL & CREAM",3415A - BABY LOTION,3415D - BABY HAIR LOTION,52,17.3333333333333333,1.00000000000000000000,1.0576923076923077
MEDICINE & BABY CARE,"3415 - BABY LOTION, OIL & CREAM",3415B - BABY OIL,3415C - BABY CREAM,28,9.3333333333333333,1.1111111111111111,1.1666666666666667
MEDICINE & BABY CARE,"3415 - BABY LOTION, OIL & CREAM",3415B - BABY OIL,3415D - BABY HAIR LOTION,17,5.6666666666666667,1.0555555555555556,1.0555555555555556
MEDICINE & BABY CARE,"3415 - BABY LOTION, OIL & CREAM",3415C - BABY CREAM,3415D - BABY HAIR LOTION,110,36.6666666666666667,1.1111111111111111,1.0341880341880342
MEDICINE & BABY CARE,3416 - BABY LIQUID SOAP,3416A - BABY LIQUID SOAP 100-300ML,3416B - BABY LIQUID SOAP 400-600ML,91,30.3333333333333333,1.6697247706422018,1.6238532110091743
MEDICINE & BABY CARE,3417 - BABY LIQUID DET & SOFTENER,3417A - BABY LIQUID DET,3417B - BABY FABRIC SOFTENER,16,5.3333333333333333,1.4705882352941176,1.3529411764705882
MEDICINE & BABY CARE,"3443 - NURSING, BOTTLE & PACIFIER","3443A - NURSING,BOTTLE,PACIFIER DOT","3443B - NURSING,BOTTLE,PACIFIER BTL",26,8.6666666666666667,1.00000000000000000000,1.1071428571428571
MEJA KASIR,2321 - POCKET CANDY,2321A - POCKET CANDY,2321B - POCKET CANDY TOY,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MEJA KASIR,2321 - POCKET CANDY,2321A - POCKET CANDY,2321C - POCKET CANDY FRESHING THROAT,168,56.0000000000000000,1.2065727699530516,1.2206572769953052
MEJA KASIR,2321 - POCKET CANDY,2321A - POCKET CANDY,2321D - LOLLIPOP CANDY,202,67.3333333333333333,1.4087591240875912,1.4708029197080292
MEJA KASIR,2321 - POCKET CANDY,2321A - POCKET CANDY,2321E - POCKET CANDY GUMMY,529,176.3333333333333333,1.2067669172932331,1.2493734335839599
MEJA KASIR,2321 - POCKET CANDY,2321B - POCKET CANDY TOY,2321C - POCKET CANDY FRESHING THROAT,4,1.3333333333333333,1.00000000000000000000,1.7500000000000000
MEJA KASIR,2321 - POCKET CANDY,2321B - POCKET CANDY TOY,2321D - LOLLIPOP CANDY,5,1.6666666666666667,1.00000000000000000000,1.4000000000000000
MEJA KASIR,2321 - POCKET CANDY,2321B - POCKET CANDY TOY,2321E - POCKET CANDY GUMMY,16,5.3333333333333333,1.2222222222222222,1.1111111111111111
MEJA KASIR,2321 - POCKET CANDY,2321C - POCKET CANDY FRESHING THROAT,2321D - LOLLIPOP CANDY,29,9.6666666666666667,1.1891891891891892,1.5945945945945946
MEJA KASIR,2321 - POCKET CANDY,2321C - POCKET CANDY FRESHING THROAT,2321E - POCKET CANDY GUMMY,87,29.0000000000000000,1.1074380165289256,1.1487603305785124
MEJA KASIR,2321 - POCKET CANDY,2321D - LOLLIPOP CANDY,2321E - POCKET CANDY GUMMY,326,108.6666666666666667,1.3341013824884793,1.1751152073732719
MEJA KASIR,2332 - BLOCK CHOCOLATE,2332A - BLOCK CHOCOLATE 10-29G,2332B - BLOCK CHOCOLATE 30-49G,32,10.6666666666666667,1.2702702702702703,1.2702702702702703
MEJA KASIR,2332 - BLOCK CHOCOLATE,2332A - BLOCK CHOCOLATE 10-29G,2332C - BLOCK CHOCOLATE 50-99G,236,78.6666666666666667,1.3200000000000000,1.2307692307692308
MEJA KASIR,2332 - BLOCK CHOCOLATE,2332A - BLOCK CHOCOLATE 10-29G,2332E - BLOCK CHOCOLATE PACK,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MEJA KASIR,2332 - BLOCK CHOCOLATE,2332B - BLOCK CHOCOLATE 30-49G,2332C - BLOCK CHOCOLATE 50-99G,83,27.6666666666666667,1.3333333333333333,1.2111111111111111
MEJA KASIR,2332 - BLOCK CHOCOLATE,2332C - BLOCK CHOCOLATE 50-99G,2332E - BLOCK CHOCOLATE PACK,8,2.6666666666666667,1.1250000000000000,1.00000000000000000000
MEJA KASIR,2341 - POCKET CHEWING GUM,2341A - POCKET CHEWING GUM 10-40G,2341C - POCKET CHEWING GUM STICK,21,7.0000000000000000,1.2162162162162162,1.2432432432432432
MEJA KASIR,3117 - KIDS VITAMINS,3117A - KIDS VITAMINS BOTTLE,3117B - KIDS VITAMINS TABLET,6,2.0000000000000000,1.00000000000000000000,1.00000000000000000000
MEJA KASIR,3117 - KIDS VITAMINS,3117A - KIDS VITAMINS BOTTLE,3117C - KIDS VITAMINS GUMMY,14,4.6666666666666667,1.00000000000000000000,1.0500000000000000
MEJA KASIR,3117 - KIDS VITAMINS,3117B - KIDS VITAMINS TABLET,3117C - KIDS VITAMINS GUMMY,16,5.3333333333333333,1.00000000000000000000,1.0800000000000000
MEJA KASIR,3122 - PREGNANT TEST & CONTRACEPTION,3122A - PREGNANT TEST,3122B - CONDOM,15,5.0000000000000000,1.1000000000000000,1.0500000000000000
MEJA KASIR,3122 - PREGNANT TEST & CONTRACEPTION,3122A - PREGNANT TEST,3122C - INTIMATE ENHANCEMENT,5,1.6666666666666667,1.2500000000000000,1.00000000000000000000
MEJA KASIR,3122 - PREGNANT TEST & CONTRACEPTION,3122B - CONDOM,3122C - INTIMATE ENHANCEMENT,224,74.6666666666666667,1.0705882352941176,1.0039215686274510
MEJA KASIR,4112 - ZINC CARBON,4112A - ZINC CARBON BULAT,4112B - ZINC CARBON KOTAK,4,1.3333333333333333,1.00000000000000000000,1.2000000000000000
MILK & DIAPERS,2011 - FAMILY MILK,2011A - FAMILY MILK 200-400G,2011B - FAMILY MILK  600-800G,23,7.6666666666666667,1.0869565217391304,1.0434782608695652
MILK & DIAPERS,2012 - TEENS MILK,2012A - TEENS MILK  200-400G,2012B - TEENS MILK  500-800G,27,9.0000000000000000,1.2812500000000000,1.1875000000000000
MILK & DIAPERS,2012 - TEENS MILK,2012A - TEENS MILK  200-400G,2012D - TEENS MILK PACK,2,0.66666666666666666667,2.0000000000000000,1.00000000000000000000
MILK & DIAPERS,2012 - TEENS MILK,2012B - TEENS MILK  500-800G,2012C - TEENS MILK  850-1000G,4,1.3333333333333333,3.0000000000000000,1.1666666666666667
MILK & DIAPERS,2012 - TEENS MILK,2012B - TEENS MILK  500-800G,2012D - TEENS MILK PACK,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
MILK & DIAPERS,2012 - TEENS MILK,2012C - TEENS MILK  850-1000G,2012D - TEENS MILK PACK,2,0.66666666666666666667,1.00000000000000000000,1.5000000000000000
MILK & DIAPERS,2013 - HI-CALCIUM MILK,2013A - HI-CAL MILK  150-350G,2013B - HI-CAL MILK  400-650G,14,4.6666666666666667,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,2013 - HI-CALCIUM MILK,2013A - HI-CAL MILK  150-350G,2013C - HI-CAL MILK 700-1000G,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
MILK & DIAPERS,2013 - HI-CALCIUM MILK,2013B - HI-CAL MILK  400-650G,2013C - HI-CAL MILK 700-1000G,3,1.00000000000000000000,1.00000000000000000000,1.3333333333333333
MILK & DIAPERS,2111 - INFANT MILK MAINSTREAM,2111A - INFANT MILK MAINSTREAM BOX 150-200G,2111B - INFANT MILK MAINSTREAM BOX 400-600G,11,3.6666666666666667,2.0000000000000000,2.3846153846153846
MILK & DIAPERS,2111 - INFANT MILK MAINSTREAM,2111A - INFANT MILK MAINSTREAM BOX 150-200G,2111D - INFANT SPECIALITY MILK MAINSTREAM,2,0.66666666666666666667,2.5000000000000000,1.00000000000000000000
MILK & DIAPERS,2111 - INFANT MILK MAINSTREAM,2111B - INFANT MILK MAINSTREAM BOX 400-600G,2111C - INFANT MILK MAINSTREAM BOX 750-1000G,9,3.0000000000000000,1.00000000000000000000,1.1111111111111111
MILK & DIAPERS,2112 - INFANT MILK PREMIUM,2112A - INFANT MILK PREMIUM BOX 150-200G,2112B - INFANT MILK PREMIUM BOX 350-750G,11,3.6666666666666667,1.6153846153846154,1.2307692307692308
MILK & DIAPERS,2112 - INFANT MILK PREMIUM,2112B - INFANT MILK PREMIUM BOX 350-750G,2112C - INFANT MILK PREMIUM CAN,7,2.3333333333333333,1.2500000000000000,1.1250000000000000
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114A - FOLLOW ON MILK MAINSTREAM BOX 150-200G,2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114C - FOLLOW ON MILK MAINSTREAM BOX 700-1000G,8,2.6666666666666667,1.2500000000000000,1.00000000000000000000
MILK & DIAPERS,2114 - FOLLOW ON MILK MAINSTREAM,2114B - FOLLOW ON MILK MAINSTREAM BOX 350-600G,2114D - FOLLOW ON SPECIALITY MILK MAINSTREAM,4,1.3333333333333333,3.0000000000000000,2.0000000000000000
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,14,4.6666666666666667,1.6666666666666667,1.6000000000000000
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115A - FOLLOW ON MILK PREMIUM BOX 150-200G,2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,2115 - FOLLOW ON MILK PREMIUM,2115B - FOLLOW ON MILK PREMIUM BOX 300-1000G,2115C - FOLLOW ON MILK PREMIUM CAN 800-900G,7,2.3333333333333333,1.1250000000000000,1.00000000000000000000
MILK & DIAPERS,2116 - FOLLOW ON MILK SUPER PREMIUM,2116A - FOLLOW ON MILK SUPER PREMIUM BOX 350-600G,2116B - FOLLOW ON MILK SUPER PREMIUM CAN 400G,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,89,29.6666666666666667,3.6346153846153846,1.9935897435897436
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,83,27.6666666666666667,1.2526315789473684,1.2631578947368421
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117A - GROWING UP MILK MAINSTREAM BOX 120-200G,2117D - GROWING UP SPECIALITY MILK MAINSTREAM,5,1.6666666666666667,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,232,77.3333333333333333,1.3604240282685512,1.4734982332155477
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117B - GROWING UP MILK MAINSTREAM BOX 350-600G,2117D - GROWING UP SPECIALITY MILK MAINSTREAM,9,3.0000000000000000,2.0000000000000000,1.8750000000000000
MILK & DIAPERS,2117 - GROWING UP MILK MAINSTREAM,2117C - GROWING UP MILK MAINSTREAM BOX 700-1000G,2117D - GROWING UP SPECIALITY MILK MAINSTREAM,41,13.6666666666666667,1.5625000000000000,1.5625000000000000
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118B - GROWING UP MILK PREMIUM BOX 300-600G,22,7.3333333333333333,2.3703703703703704,1.6666666666666667
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,22,7.3333333333333333,1.3333333333333333,1.4666666666666667
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118A - GROWING UP MILK PREMIUM BOX 150-200G,2118D - GROWING UP MILK PREMIUM CAN 700-900G,8,2.6666666666666667,1.8888888888888889,1.3333333333333333
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,29,9.6666666666666667,1.0645161290322581,1.1290322580645161
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118D - GROWING UP MILK PREMIUM CAN 700-900G,42,14.0000000000000000,1.2500000000000000,1.4423076923076923
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118B - GROWING UP MILK PREMIUM BOX 300-600G,2118F - GROWING UP SPECIALITY MILK PREMIUM,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118D - GROWING UP MILK PREMIUM CAN 700-900G,25,8.3333333333333333,1.4186046511627907,1.0465116279069767
MILK & DIAPERS,2118 - GROWING UP MILK PREMIUM,2118C - GROWING UP MILK PREMIUM BOX 700-1000G,2118F - GROWING UP SPECIALITY MILK PREMIUM,1,0.50000000000000000000,2.5000000000000000,1.00000000000000000000
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,5,1.6666666666666667,1.4000000000000000,1.00000000000000000000
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119A - GROWING UP MILK SUPER PREMIUM BOX 200-700G,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,27,9.0000000000000000,1.5333333333333333,1.0666666666666667
MILK & DIAPERS,2119 - GROWING UP MILK SUPER PREMIUM,2119B - GROWING UP MILK SUPER PREMIUM CAN 400G,2119C - GROWING UP MILK SUPER PREMIUM CAN 700-1000G,5,1.6666666666666667,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,2121 - BABY CEREAL,2121A - BABY CEREAL BOX 100G,2121B - BABY CEREAL BOX 120G,119,39.6666666666666667,1.0899470899470899,1.1640211640211640
MILK & DIAPERS,2121 - BABY CEREAL,2121A - BABY CEREAL BOX 100G,2121C - BABY CEREAL BAG,28,9.3333333333333333,1.1739130434782609,1.0434782608695652
MILK & DIAPERS,2121 - BABY CEREAL,2121B - BABY CEREAL BOX 120G,2121C - BABY CEREAL BAG,146,48.6666666666666667,1.3452914798206278,1.4573991031390135
MILK & DIAPERS,2122 - BABY BISCUIT & SNACK,2122A - BABY BISCUIT,2122B - BABY SNACK,630,210.0000000000000000,1.1140651801029160,1.2212692967409949
MILK & DIAPERS,2131 - PREGNANT MILK,2131A - PREGNANT MILK 150-250G,2131B - PREGNANT MILK 300-400G,2,0.66666666666666666667,1.00000000000000000000,3.0000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432A - PANTS DIAPERS SIZE-S 18-22S,3432B - PANTS DIAPERS SIZE-S 24-38S,3,1.00000000000000000000,1.3333333333333333,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432A - PANTS DIAPERS SIZE-S 18-22S,3432D - PANTS DIAPERS SIZE-M 24-38S,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432A - PANTS DIAPERS SIZE-S 18-22S,3432F - PANTS DIAPERS SIZE-L 24-32S,5,1.6666666666666667,1.00000000000000000000,2.2000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432A - PANTS DIAPERS SIZE-S 18-22S,3432H - PANTS DIAPERS SIZE-XL 24-32S,5,1.6666666666666667,1.00000000000000000000,1.2000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432A - PANTS DIAPERS SIZE-S 18-22S,3432J - PANTS DIAPERS SIZE-XXL 24-30S,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432A - PANTS DIAPERS SIZE-S 18-22S,3432K - PANTS DIAPERS 5-10S,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432A - PANTS DIAPERS SIZE-S 18-22S,3432L - PANTS DIAPERS 36-70S,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432B - PANTS DIAPERS SIZE-S 24-38S,3432D - PANTS DIAPERS SIZE-M 24-38S,43,14.3333333333333333,1.0681818181818182,1.1590909090909091
MILK & DIAPERS,3432 - PANTS DIAPERS,3432B - PANTS DIAPERS SIZE-S 24-38S,3432E - PANTS DIAPERS SIZE-L 18-22S,3,1.5000000000000000,1.00000000000000000000,1.00000000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432B - PANTS DIAPERS SIZE-S 24-38S,3432F - PANTS DIAPERS SIZE-L 24-32S,38,12.6666666666666667,1.2051282051282051,1.2564102564102564
MILK & DIAPERS,3432 - PANTS DIAPERS,3432B - PANTS DIAPERS SIZE-S 24-38S,3432G - PANTS DIAPERS SIZE-XL 16-22S,2,0.66666666666666666667,1.5000000000000000,1.5000000000000000
MILK & DIAPERS,3432 - PANTS DIAPERS,3432B - PANTS DIAPERS SIZE-S 24-38S,3432H - PANTS DIAPERS SIZE-XL 24-32S,28,9.3333333333333333,1.2857142857142857,1.3214285714285714
MILK & DIAPERS,3432 - PANTS DIAPERS,3432B - PANTS DIAPERS SIZE-S 24-38S,3432I - PANTS DIAPERS SIZE-XXL 18-22S,9,3.0000000000000000,1.00000000000000000000,1.00000000000000000000
