section,category,brand_a,brand_b,trans_ab,trans_ab_pm,avg_qty_a_when_pair,avg_qty_b_when_pair
MISC & STATIONARY,4131 - ELECTRICAL & INSTALLATION SUPPORT,ALFAMART,KENMASTER,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4161 - BUILDING HARDWARE,KENMASTER,XANDER,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4162 - ADHESIVE TAPE & GLUE,AICA AIBON,ALFAMART,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4162 - ADHESIVE TAPE & GLUE,AICA AIBON,UHU,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4162 - ADHESIVE TAPE & GLUE,ALFAMART,ALTECO,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4162 - ADHESIVE TAPE & GLUE,ALFAMART,KENKO,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4162 - ADHESIVE TAPE & GLUE,ALFAMART,UHU,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4162 - ADHESIVE TAPE & GLUE,KENKO,UHU,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4224 - PARTY ACCESSORIES,A,ALFAMART,13,4.3333333333333333,1.2666666666666667,1.00000000000000000000
MISC & STATIONARY,4224 - PARTY ACCESSORIES,ALFA,ALFAMART,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4241 - KITCHEN ARRANGEMENT,ECENTIO,FREEMIR,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4244 - GAS STOVE ARRANGEMENT,BRIGHT GAS,HI-COOK,1,0.50000000000000000000,1.00000000000000000000,2.0000000000000000
MISC & STATIONARY,4244 - GAS STOVE ARRANGEMENT,GEMA COLLECTIONS,HI-COOK,5,1.6666666666666667,1.00000000000000000000,1.8000000000000000
MISC & STATIONARY,4244 - GAS STOVE ARRANGEMENT,GEMA COLLECTIONS,WONDER,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4244 - GAS STOVE ARRANGEMENT,HI-COOK,WONDER,8,2.6666666666666667,1.5000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFA,ALFAMART,65,21.6666666666666667,2.9178082191780822,1.3013698630136986
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFA,BIO,8,2.6666666666666667,3.5000000000000000,1.3750000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFA,CAT CHOIZE,40,13.3333333333333333,3.0000000000000000,1.0454545454545455
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFA,CAT COMFY,3,1.00000000000000000000,3.5000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFA,KITEKAT,23,7.6666666666666667,1.9687500000000000,1.4687500000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFA,KITTIE BITTIE,13,4.3333333333333333,2.5000000000000000,1.1428571428571429
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFA,LIFE CAT,6,2.0000000000000000,4.7777777777777778,3.2222222222222222
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFA,ME-O,79,26.3333333333333333,3.4322033898305085,2.4491525423728814
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFA,WHISKAS,52,17.3333333333333333,2.5357142857142857,1.6666666666666667
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFAMART,BIO,5,1.6666666666666667,1.5000000000000000,1.6666666666666667
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFAMART,CAT CHOIZE,13,4.3333333333333333,1.4074074074074074,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFAMART,CAT COMFY,6,2.0000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFAMART,DELI-JOY,7,2.3333333333333333,1.1428571428571429,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFAMART,KITEKAT,26,8.6666666666666667,1.0555555555555556,1.8055555555555556
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFAMART,KITTIE BITTIE,4,1.3333333333333333,1.2500000000000000,1.2500000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFAMART,LIFE CAT,13,4.3333333333333333,1.0625000000000000,1.2500000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFAMART,ME-O,105,35.0000000000000000,1.4322580645161290,2.0322580645161290
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ALFAMART,WHISKAS,81,27.0000000000000000,1.1089108910891089,1.8415841584158416
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,BIO,CAT CHOIZE,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,BIO,CAT COMFY,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,BIO,KITEKAT,2,0.66666666666666666667,1.5000000000000000,3.0000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,BIO,LIFE CAT,2,1.00000000000000000000,1.00000000000000000000,2.0000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,BIO,ME-O,8,2.6666666666666667,1.6666666666666667,1.0833333333333333
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,BIO,WHISKAS,3,1.5000000000000000,1.3333333333333333,3.6666666666666667
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT CHOIZE,CAT COMFY,10,3.3333333333333333,1.4000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT CHOIZE,KITEKAT,16,5.3333333333333333,1.00000000000000000000,1.6000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT CHOIZE,KITTIE BITTIE,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT CHOIZE,LIFE CAT,7,2.3333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT CHOIZE,MARKOTOPS,1,0.33333333333333333333,1.00000000000000000000,2.0000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT CHOIZE,ME-O,136,45.3333333333333333,1.0384615384615385,1.5054945054945055
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT CHOIZE,WHISKAS,50,16.6666666666666667,1.1323529411764706,1.7205882352941176
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT COMFY,KITEKAT,3,1.00000000000000000000,1.00000000000000000000,2.3333333333333333
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT COMFY,KITTIE BITTIE,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT COMFY,LIFE CAT,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT COMFY,ME-O,6,2.0000000000000000,1.00000000000000000000,1.5000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CAT COMFY,WHISKAS,9,3.0000000000000000,1.00000000000000000000,2.0000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CESAR,PEDIGREE,1,0.50000000000000000000,2.0000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,CESAR,SUPERCAT,1,0.50000000000000000000,2.0000000000000000,2.0000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,DELI-JOY,KITEKAT,2,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,DELI-JOY,KITTIE BITTIE,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,DELI-JOY,ME-O,2,0.66666666666666666667,1.00000000000000000000,1.5000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,DELI-JOY,WHISKAS,1,0.50000000000000000000,1.00000000000000000000,3.0000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,KITEKAT,KITTIE BITTIE,9,3.0000000000000000,1.1111111111111111,1.1111111111111111
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,KITEKAT,LIFE CAT,5,1.6666666666666667,2.2000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,KITEKAT,ME-O,33,11.0000000000000000,1.9629629629629630,1.5925925925925926
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,KITEKAT,WHISKAS,27,9.0000000000000000,1.6521739130434783,2.2173913043478261
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,KITTIE BITTIE,LIFE CAT,4,1.3333333333333333,1.2500000000000000,1.2500000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,KITTIE BITTIE,ME-O,27,9.0000000000000000,1.1034482758620690,1.2758620689655172
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,KITTIE BITTIE,WHISKAS,15,5.0000000000000000,1.4000000000000000,1.3333333333333333
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,LIFE CAT,MARKOTOPS,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,LIFE CAT,ME-O,16,5.3333333333333333,1.0555555555555556,1.1666666666666667
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,LIFE CAT,WHISKAS,18,6.0000000000000000,1.1052631578947368,1.6842105263157895
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,MARKOTOPS,WHISKAS,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,ME-O,WHISKAS,177,59.0000000000000000,1.6155988857938719,1.7520891364902507
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,PEDIGREE,SMARTHEART,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4311 - PET FOODS & ACCESSORIES,PEDIGREE,SUPERCAT,1,0.50000000000000000000,1.00000000000000000000,2.0000000000000000
MISC & STATIONARY,4511 - OFFICE SUPPLY,ALFA,ALFAMART,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
MISC & STATIONARY,4511 - OFFICE SUPPLY,ALFA,KENKO,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4511 - OFFICE SUPPLY,ALFA,KENMASTER,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4511 - OFFICE SUPPLY,ALFAMART,KENKO,27,9.0000000000000000,1.1515151515151515,1.00000000000000000000
MISC & STATIONARY,4511 - OFFICE SUPPLY,ALFAMART,KENMASTER,6,2.0000000000000000,1.1666666666666667,1.00000000000000000000
MISC & STATIONARY,4511 - OFFICE SUPPLY,ALFAMART,WIGGLE,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4511 - OFFICE SUPPLY,KENKO,KENMASTER,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4511 - OFFICE SUPPLY,KENKO,WIGGLE,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4512 - PAPER PRODUCT,ADINATA,KIKY,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4512 - PAPER PRODUCT,KENKO,KIKY,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,ADINATA,FABER-CASTELL,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,ADINATA,KENKO,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,ALFAMART,KENKO,8,2.6666666666666667,1.1111111111111111,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,ALFAMART,PILOT,2,0.66666666666666666667,1.5000000000000000,1.5000000000000000
MISC & STATIONARY,4513 - STATIONARY,ALFAMART,SNOWMAN,2,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,ALFAMART,WIGGLE,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,FABER-CASTELL,KENKO,11,3.6666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,FABER-CASTELL,SNOWMAN,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,FABER-CASTELL,WIGGLE,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,FASTER,KENKO,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,FASTER,SNOWMAN,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,KENKO,KIKY,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,KENKO,PILOT,6,2.0000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,KENKO,SNOWMAN,7,2.3333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,KENKO,STANDARD,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,KENKO,WIGGLE,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4513 - STATIONARY,PILOT,STANDARD,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4721 - CLEANING KIT,CARRERA,KENMASTER,1,0.50000000000000000000,2.0000000000000000,1.00000000000000000000
MISC & STATIONARY,4721 - CLEANING KIT,CARRERA,KIT,2,1.00000000000000000000,2.0000000000000000,1.00000000000000000000
MISC & STATIONARY,4721 - CLEANING KIT,GLO,KIT,4,1.3333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4721 - CLEANING KIT,GLO,UNIK,5,1.6666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4721 - CLEANING KIT,KENMASTER,KIT,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4721 - CLEANING KIT,KIT,UNIK,18,6.0000000000000000,1.00000000000000000000,1.0400000000000000
MISC & STATIONARY,4751 - MOTORCYCLE ACCESSORIES,ALFAMART,ELMONDO,3,1.00000000000000000000,1.3333333333333333,1.00000000000000000000
MISC & STATIONARY,4751 - MOTORCYCLE ACCESSORIES,ALFAMART,SCORLINES,44,14.6666666666666667,1.2727272727272727,1.2500000000000000
MISC & STATIONARY,4751 - MOTORCYCLE ACCESSORIES,ELMONDO,SCORLINES,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
MISC & STATIONARY,4751 - MOTORCYCLE ACCESSORIES,SCORLINES,TUGAS NEGARA BOS,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFA,ALFAMART,2,0.66666666666666666667,1.00000000000000000000,1.5000000000000000
MISC & STATIONARY,4753 - MASK,ALFA,NEXCARE,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFA,POKANA,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFA,SENSI,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFA,SKRINEER,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFA,THANKFUL,1,0.50000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFAMART,ANYTIME,2,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFAMART,MASKER,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFAMART,NEXCARE,7,2.3333333333333333,1.1250000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFAMART,POKANA,2,0.66666666666666666667,2.0000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFAMART,SENSI,24,8.0000000000000000,1.0882352941176471,1.0882352941176471
MISC & STATIONARY,4753 - MASK,ALFAMART,SKRINEER,17,5.6666666666666667,1.0555555555555556,1.1111111111111111
MISC & STATIONARY,4753 - MASK,ALFAMART,SOFTIES,14,4.6666666666666667,1.1250000000000000,1.1250000000000000
MISC & STATIONARY,4753 - MASK,ALFAMART,THANKFUL,10,3.3333333333333333,1.0909090909090909,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ALFAMART,WINGSCARE,1,0.33333333333333333333,2.0000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ANYTIME,POKANA,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ANYTIME,SENSI,2,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,ANYTIME,SKRINEER,2,0.66666666666666666667,1.00000000000000000000,1.5000000000000000
MISC & STATIONARY,4753 - MASK,ANYTIME,SOFTIES,2,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,MASKER,SKRINEER,2,0.66666666666666666667,1.00000000000000000000,1.5000000000000000
MISC & STATIONARY,4753 - MASK,NEXCARE,POKANA,3,1.00000000000000000000,1.3333333333333333,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,NEXCARE,SENSI,9,3.0000000000000000,1.3333333333333333,1.4444444444444444
MISC & STATIONARY,4753 - MASK,NEXCARE,SKRINEER,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,NEXCARE,SOFTIES,7,2.3333333333333333,1.2857142857142857,1.2857142857142857
MISC & STATIONARY,4753 - MASK,NEXCARE,THANKFUL,3,1.00000000000000000000,1.6666666666666667,1.3333333333333333
MISC & STATIONARY,4753 - MASK,NEXCARE,WINGSCARE,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,POKANA,SENSI,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,POKANA,SKRINEER,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,POKANA,SOFTIES,3,1.00000000000000000000,1.00000000000000000000,1.2500000000000000
MISC & STATIONARY,4753 - MASK,POKANA,THANKFUL,8,2.6666666666666667,1.00000000000000000000,1.1250000000000000
MISC & STATIONARY,4753 - MASK,SCORLINES,SKRINEER,1,0.50000000000000000000,1.00000000000000000000,2.0000000000000000
MISC & STATIONARY,4753 - MASK,SENSI,SKRINEER,14,4.6666666666666667,1.00000000000000000000,1.1428571428571429
MISC & STATIONARY,4753 - MASK,SENSI,SOFTIES,15,5.0000000000000000,1.00000000000000000000,1.0666666666666667
MISC & STATIONARY,4753 - MASK,SENSI,THANKFUL,4,1.3333333333333333,1.00000000000000000000,1.2500000000000000
MISC & STATIONARY,4753 - MASK,SKRINEER,SOFTIES,9,3.0000000000000000,1.3333333333333333,1.1111111111111111
MISC & STATIONARY,4753 - MASK,SKRINEER,THANKFUL,5,1.6666666666666667,1.00000000000000000000,1.1666666666666667
MISC & STATIONARY,4753 - MASK,SOFTIES,THANKFUL,4,1.3333333333333333,1.2500000000000000,1.2500000000000000
MISC & STATIONARY,4753 - MASK,SOFTIES,WINGSCARE,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
MISC & STATIONARY,4753 - MASK,THANKFUL,WINGSCARE,2,0.66666666666666666667,1.00000000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,ARIRANG,GAGA,2,1.00000000000000000000,1.00000000000000000000,3.5000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,ARIRANG,NISSIN,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,ARIRANG,NONG SHIM,3,1.00000000000000000000,1.00000000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,BURUNG LAYANG,GAGA,1,0.33333333333333333333,1.00000000000000000000,5.0000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,BURUNG LAYANG,MOMOGI,1,0.33333333333333333333,1.00000000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,GEKIKARA,57,19.0000000000000000,1.7101449275362319,1.2318840579710145
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,INDOMIE,1084,361.3333333333333333,1.8549913941480207,1.9083476764199656
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,KOBE,16,5.3333333333333333,1.4210526315789474,1.1052631578947368
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,LEMONILO,30,10.0000000000000000,2.0277777777777778,1.6388888888888889
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,MIGELAS,13,4.3333333333333333,2.2307692307692308,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,MOMOGI,1,0.33333333333333333333,5.0000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,MUJIGAE,2,1.00000000000000000000,2.0000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,NISSIN,8,2.6666666666666667,3.0000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,NONG SHIM,12,4.0000000000000000,1.7857142857142857,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,OMOIDE,1,0.33333333333333333333,2.0000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,PALDO,29,9.6666666666666667,2.8000000000000000,1.0666666666666667
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,RICHEESE,1,0.50000000000000000000,4.0000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,SAMYANG,30,10.0000000000000000,1.9000000000000000,1.1000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,SARIMI,28,9.3333333333333333,2.3750000000000000,1.5937500000000000
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,SEDAAP,803,267.6666666666666667,1.9871060171919771,1.7277936962750716
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,SUKSES,89,29.6666666666666667,1.8709677419354839,1.4193548387096774
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,TASTY,21,7.0000000000000000,2.2272727272727273,1.1818181818181818
NOODLE,1911 - INSTANT NOODLE BAG,GAGA,WONHAE,2,0.66666666666666666667,2.0000000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,INDOMIE,612,204.0000000000000000,1.3267405063291139,2.1835443037974684
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,KOBE,12,4.0000000000000000,1.1428571428571429,1.2142857142857143
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,LEMONILO,24,8.0000000000000000,1.0909090909090909,1.1515151515151515
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,MIGELAS,7,2.3333333333333333,1.1250000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,MUJIGAE,13,4.3333333333333333,1.4736842105263158,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,NISSIN,52,17.3333333333333333,1.2166666666666667,1.1333333333333333
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,NONG SHIM,33,11.0000000000000000,1.3095238095238095,1.2619047619047619
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,OMOIDE,5,1.6666666666666667,1.2500000000000000,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,PALDO,21,7.0000000000000000,1.6153846153846154,1.1153846153846154
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,RICHEESE,1,0.50000000000000000000,1.00000000000000000000,2.0000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,SAMYANG,67,22.3333333333333333,1.4166666666666667,1.1309523809523810
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,SARIMI,7,2.3333333333333333,1.1428571428571429,1.4285714285714286
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,SEDAAP,386,128.6666666666666667,1.2781350482315113,1.7009646302250804
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,SUKSES,43,14.3333333333333333,1.4067796610169492,1.5084745762711864
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,TASTY,30,10.0000000000000000,1.2790697674418605,1.2558139534883721
NOODLE,1911 - INSTANT NOODLE BAG,GEKIKARA,WONHAE,12,4.0000000000000000,1.3076923076923077,1.00000000000000000000
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,KOBE,103,34.3333333333333333,2.0312500000000000,1.3258928571428571
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,LEMONILO,461,153.6666666666666667,2.0755124056094930,1.4800431499460626
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,MIE OVEN,8,2.6666666666666667,2.0555555555555556,1.3888888888888889
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,MIGELAS,116,38.6666666666666667,2.2600000000000000,1.0600000000000000
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,MUJIGAE,36,12.0000000000000000,2.5970149253731343,1.0597014925373134
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,NISSIN,165,55.0000000000000000,2.2463343108504399,1.1671554252199413
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,NONG SHIM,226,75.3333333333333333,2.6647509578544061,1.2298850574712644
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,OMOIDE,49,16.3333333333333333,2.4597701149425287,1.1379310344827586
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,PALDO,256,85.3333333333333333,2.7298969072164948,1.0329896907216495
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,RICHEESE,7,3.5000000000000000,1.7619047619047619,1.3809523809523810
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,SAMYANG,484,161.3333333333333333,2.5039096437880104,1.1946133796698523
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,SARIMI,420,140.0000000000000000,2.2034090909090909,1.7170454545454545
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,SEDAAP,10821,3607.0000000000000000,2.2456619158327437,1.8449408672798949
NOODLE,1911 - INSTANT NOODLE BAG,INDOMIE,SUKSES,947,315.6666666666666667,2.2924528301886792,1.8176100628930818
